customer_id,recency,frequency,monetary,segment
CS7231,2014-10-13,16,796,Silver
CS7232,2014-09-01,12,498,Bronze
CS7233,2014-11-06,13,656,Silver
CS7234,2015-03-12,17,566,Silver
CS7235,2014-10-24,13,663,Silver
CS7236,2015-02-02,16,538,Silver
CS7237,2014-08-08,18,840,Silver
CS7238,2015-02-07,16,653,Silver
CS7239,2014-07-07,7,438,Bronze
CS7240,2014-12-28,21,787,Silver
CS7241,2015-02-16,18,785,Silver
CS7242,2014-06-15,7,353,Bronze
CS7243,2015-02-06,11,493,Bronze
CS7244,2014-10-26,17,767,Silver
CS7245,2014-12-06,12,512,Silver
CS7246,2014-03-24,8,389,Bronze
CS7247,2015-02-03,19,894,Silver
CS7248,2015-03-07,11,394,Bronze
CS7249,2014-08-19,14,626,Silver
CS7250,2014-12-25,18,721,Silver
CS7251,2015-03-14,12,617,Silver
CS7252,2014-09-16,9,413,Bronze
CS7253,2014-02-11,10,503,Silver
CS7254,2014-11-14,13,636,Silver
CS7255,2015-01-08,21,821,Silver
CS7256,2014-08-15,11,362,Bronze
CS7257,2015-02-19,8,427,Bronze
CS7258,2014-04-15,12,519,Silver
CS7259,2014-09-25,13,692,Silver
CS7260,2014-07-29,19,822,Silver
CS7261,2014-12-19,16,700,Silver
CS7262,2014-09-20,13,572,Silver
CS7263,2015-03-13,11,501,Silver
CS7264,2015-02-06,8,400,Bronze
CS7265,2015-01-24,11,372,Bronze
CS7266,2014-09-11,9,296,Bronze
CS7267,2014-08-06,16,823,Silver
CS7268,2014-11-13,17,899,Silver
CS7269,2015-01-07,13,562,Silver
CS7270,2015-01-24,19,894,Silver
CS7271,2015-02-09,16,632,Silver
CS7272,2014-07-22,14,640,Silver
CS7273,2015-02-17,13,760,Silver
CS7274,2015-03-11,13,690,Silver
CS7275,2014-12-06,10,480,Bronze
CS7276,2015-02-17,16,760,Silver
CS7277,2014-12-18,13,544,Silver
CS7278,2014-06-06,14,706,Silver
CS7279,2015-01-11,15,669,Silver
CS7280,2014-10-23,14,628,Silver
CS7281,2015-03-04,13,550,Silver
CS7282,2014-09-14,8,357,Bronze
CS7283,2015-01-08,12,591,Silver
CS7284,2014-12-09,19,900,Silver
CS7285,2015-01-06,14,551,Silver
CS7286,2015-01-07,12,449,Bronze
CS7287,2014-03-27,15,704,Silver
CS7288,2014-07-08,10,404,Bronze
CS7289,2015-02-11,10,376,Bronze
CS7290,2014-12-10,14,704,Silver
CS7291,2015-03-16,12,543,Silver
CS7292,2015-02-23,11,382,Bronze
CS7293,2015-01-01,17,670,Silver
CS7294,2015-02-10,23,1078,Gold
CS7295,2015-03-13,15,788,Silver
CS7296,2015-03-04,14,698,Silver
CS7298,2015-01-31,14,685,Silver
CS7299,2014-12-06,15,735,Silver
CS7300,2014-12-08,13,633,Silver
CS7301,2015-02-19,14,722,Silver
CS7302,2015-02-14,15,649,Silver
CS7303,2015-02-02,18,971,Silver
CS7304,2014-12-27,11,473,Bronze
CS7305,2014-12-01,13,585,Silver
CS7306,2015-03-12,9,370,Bronze
CS7307,2013-06-09,11,516,Silver
CS7308,2015-02-26,17,760,Silver
CS7309,2015-01-11,8,452,Bronze
CS7310,2014-11-16,8,300,Bronze
CS7311,2015-02-10,9,421,Bronze
CS7312,2015-02-26,7,374,Bronze
CS7313,2015-03-05,15,704,Silver
CS7314,2013-10-13,8,354,Bronze
CS7315,2014-11-03,12,516,Silver
CS7316,2015-02-15,21,1165,Gold
CS7317,2014-08-20,9,488,Bronze
CS7318,2015-02-28,16,680,Silver
CS7319,2014-12-18,14,614,Silver
CS7320,2014-09-11,10,441,Bronze
CS7321,2015-02-22,12,411,Bronze
CS7322,2014-08-26,16,714,Silver
CS7323,2014-11-11,17,673,Silver
CS7324,2014-08-20,19,782,Silver
CS7325,2014-08-25,15,840,Silver
CS7326,2015-02-20,14,609,Silver
CS7327,2015-01-23,16,782,Silver
CS7328,2014-08-10,11,447,Bronze
CS7329,2014-11-14,11,539,Silver
CS7330,2015-02-17,18,665,Silver
CS7331,2015-03-06,13,660,Silver
CS7332,2014-11-06,23,1108,Gold
CS7333,2014-09-16,4,149,Bronze
CS7334,2014-08-02,17,780,Silver
CS7335,2014-11-15,9,432,Bronze
CS7336,2014-07-14,18,743,Silver
CS7337,2015-02-08,20,753,Silver
CS7338,2015-02-25,11,494,Bronze
CS7339,2015-01-16,18,720,Silver
CS7340,2014-06-20,14,566,Silver
CS7341,2015-01-07,9,315,Bronze
CS7342,2015-02-15,13,536,Silver
CS7343,2015-01-08,14,713,Silver
CS7344,2015-02-20,17,819,Silver
CS7345,2014-12-06,10,343,Bronze
CS7346,2014-09-30,10,527,Silver
CS7347,2015-03-12,21,982,Silver
CS7348,2015-01-03,13,676,Silver
CS7349,2015-02-28,8,497,Bronze
CS7350,2014-03-24,17,841,Silver
CS7351,2014-09-17,13,648,Silver
CS7352,2015-02-04,16,663,Silver
CS7353,2014-08-01,14,535,Silver
CS7354,2013-12-12,13,718,Silver
CS7355,2014-12-31,14,695,Silver
CS7356,2014-12-26,14,539,Silver
CS7357,2014-10-14,15,568,Silver
CS7358,2015-03-05,6,279,Bronze
CS7359,2015-01-19,11,479,Bronze
CS7360,2015-02-02,13,545,Silver
CS7361,2015-02-27,13,460,Bronze
CS7362,2015-03-10,16,680,Silver
CS7363,2014-08-27,20,846,Silver
CS7364,2015-01-09,21,912,Silver
CS7365,2015-02-27,15,708,Silver
CS7366,2015-02-09,17,783,Silver
CS7367,2014-12-24,16,762,Silver
CS7368,2015-03-12,11,430,Bronze
CS7369,2015-01-29,19,909,Silver
CS7370,2014-08-09,17,775,Silver
CS7371,2014-06-27,12,518,Silver
CS7372,2014-06-11,14,670,Silver
CS7373,2014-11-25,16,778,Silver
CS7374,2014-10-03,13,507,Silver
CS7375,2014-11-09,13,617,Silver
CS7376,2014-12-26,19,836,Silver
CS7377,2014-02-17,11,409,Bronze
CS7378,2015-02-19,18,750,Silver
CS7379,2014-10-31,13,628,Silver
CS7380,2015-02-28,16,840,Silver
CS7381,2014-02-13,16,833,Silver
CS7382,2015-01-28,20,974,Silver
CS7383,2014-11-21,17,534,Silver
CS7384,2015-03-04,12,566,Silver
CS7385,2015-03-11,13,625,Silver
CS7386,2015-01-04,9,491,Bronze
CS7387,2014-11-09,13,467,Bronze
CS7388,2015-01-30,13,451,Bronze
CS7389,2015-02-25,14,459,Bronze
CS7390,2015-01-31,13,599,Silver
CS7391,2015-03-12,15,660,Silver
CS7392,2015-01-01,13,517,Silver
CS7393,2014-12-07,13,441,Bronze
CS7394,2015-03-11,25,1198,Gold
CS7395,2015-01-09,14,485,Bronze
CS7396,2015-02-04,16,669,Silver
CS7397,2014-10-01,19,880,Silver
CS7398,2015-02-15,15,766,Silver
CS7399,2015-02-21,17,576,Silver
CS7400,2014-12-30,14,572,Silver
CS7401,2015-03-02,17,647,Silver
CS7402,2015-02-14,15,691,Silver
CS7403,2015-02-01,14,729,Silver
CS7404,2015-01-25,22,1021,Gold
CS7405,2015-02-25,19,804,Silver
CS7406,2014-09-23,19,854,Silver
CS7407,2015-03-03,21,736,Silver
CS7408,2014-07-18,11,549,Silver
CS7409,2014-12-20,16,757,Silver
CS7410,2015-01-16,12,585,Silver
CS7411,2014-05-02,10,428,Bronze
CS7412,2015-03-01,10,413,Bronze
CS7414,2014-10-14,14,629,Silver
CS7415,2015-01-01,16,633,Silver
CS7416,2014-10-14,15,784,Silver
CS7417,2015-01-25,11,513,Silver
CS7418,2014-07-06,8,432,Bronze
CS7419,2015-03-16,18,836,Silver
CS7420,2014-12-25,18,825,Silver
CS7421,2015-01-16,17,736,Silver
CS7422,2015-03-11,10,518,Silver
CS7423,2015-01-20,15,609,Silver
CS7424,2015-03-06,15,465,Bronze
CS7425,2015-01-04,12,463,Bronze
CS7426,2015-02-23,15,769,Silver
CS7427,2015-03-09,10,470,Bronze
CS7428,2014-12-21,18,878,Silver
CS7429,2014-11-04,6,223,Bronze
CS7430,2014-10-22,13,556,Silver
CS7431,2015-03-04,12,563,Silver
CS7432,2015-03-13,12,469,Bronze
CS7433,2014-12-22,9,358,Bronze
CS7434,2015-02-27,15,619,Silver
CS7435,2015-01-29,16,724,Silver
CS7436,2015-01-16,9,448,Bronze
CS7437,2015-02-16,10,541,Silver
CS7438,2015-02-08,12,628,Silver
CS7439,2014-07-19,11,537,Silver
CS7440,2014-12-05,13,597,Silver
CS7441,2014-11-26,12,419,Bronze
CS7442,2015-03-08,13,659,Silver
CS7443,2015-01-22,16,516,Silver
CS7444,2015-02-09,11,409,Bronze
CS7445,2014-12-13,19,805,Silver
CS7446,2015-03-03,11,502,Silver
CS7447,2015-03-11,10,365,Bronze
CS7448,2014-09-23,7,381,Bronze
CS7449,2015-03-14,14,561,Silver
CS7450,2014-11-30,11,451,Bronze
CS7451,2015-02-24,12,470,Bronze
CS7452,2014-08-30,12,535,Silver
CS7453,2014-11-04,11,532,Silver
CS7454,2015-02-24,12,571,Silver
CS7455,2014-04-09,12,530,Silver
CS7456,2014-02-21,11,477,Bronze
CS7457,2014-12-15,11,403,Bronze
CS7458,2015-03-11,14,553,Silver
CS7459,2014-11-12,15,608,Silver
CS7460,2015-02-03,12,587,Silver
CS7461,2015-02-17,15,619,Silver
CS7462,2014-10-21,13,505,Silver
CS7463,2014-11-08,19,744,Silver
CS7464,2014-07-23,15,688,Silver
CS7465,2015-03-14,16,663,Silver
CS7466,2015-02-22,12,520,Silver
CS7467,2014-08-10,14,613,Silver
CS7468,2015-03-07,19,729,Silver
CS7469,2015-03-07,13,533,Silver
CS7470,2015-01-23,14,731,Silver
CS7471,2014-03-03,14,752,Silver
CS7472,2015-03-08,16,866,Silver
CS7473,2014-08-03,14,611,Silver
CS7474,2014-10-30,17,680,Silver
CS7475,2015-01-20,11,474,Bronze
CS7476,2014-12-29,12,516,Silver
CS7477,2014-08-10,13,517,Silver
CS7478,2014-12-16,12,456,Bronze
CS7479,2014-02-22,6,304,Bronze
CS7480,2014-12-24,12,541,Silver
CS7481,2013-12-23,10,417,Bronze
CS7482,2015-02-08,7,280,Bronze
CS7483,2014-11-26,15,606,Silver
CS7484,2014-11-14,10,432,Bronze
CS7485,2015-02-22,13,705,Silver
CS7486,2014-07-27,8,318,Bronze
CS7487,2015-02-16,5,298,Bronze
CS7488,2015-03-03,16,764,Silver
CS7489,2015-02-11,9,372,Bronze
CS7490,2015-02-21,16,701,Silver
CS7491,2014-12-19,10,545,Silver
CS7492,2015-02-07,18,821,Silver
CS7493,2015-01-01,13,630,Silver
CS7494,2014-10-28,16,584,Silver
CS7495,2015-02-26,10,513,Silver
CS7496,2015-02-21,12,518,Silver
CS7497,2015-03-09,14,710,Silver
CS7498,2015-01-19,15,632,Silver
CS7499,2015-01-30,18,791,Silver
CS7500,2014-10-03,13,543,Silver
CS7501,2015-02-09,17,665,Silver
CS7502,2015-03-11,18,813,Silver
CS7503,2015-03-15,15,677,Silver
CS7504,2014-09-18,8,417,Bronze
CS7505,2015-01-23,15,699,Silver
CS7506,2014-12-30,10,415,Bronze
CS7507,2015-02-25,13,557,Silver
CS7508,2014-08-20,18,809,Silver
CS7509,2014-10-21,10,456,Bronze
CS7510,2014-11-22,16,623,Silver
CS7511,2015-01-25,10,540,Silver
CS7512,2014-05-22,14,615,Silver
CS7513,2014-11-30,15,622,Silver
CS7514,2014-09-12,10,484,Bronze
CS7515,2015-03-02,15,760,Silver
CS7516,2014-09-24,13,594,Silver
CS7517,2014-12-21,11,374,Bronze
CS7518,2014-11-12,16,747,Silver
CS7519,2015-03-05,10,558,Silver
CS7520,2015-03-13,13,661,Silver
CS7521,2014-09-03,6,197,Bronze
CS7522,2014-12-10,10,434,Bronze
CS7523,2014-03-03,10,500,Bronze
CS7524,2014-07-19,8,311,Bronze
CS7525,2015-02-17,14,566,Silver
CS7526,2015-01-15,14,594,Silver
CS7527,2015-03-03,13,581,Silver
CS7528,2015-03-02,14,586,Silver
CS7529,2015-01-05,10,492,Bronze
CS7530,2014-07-08,8,358,Bronze
CS7531,2014-09-19,11,482,Bronze
CS7532,2014-06-06,12,544,Silver
CS7533,2015-02-01,19,813,Silver
CS7534,2014-11-23,11,454,Bronze
CS7535,2014-12-23,15,825,Silver
CS7536,2014-09-28,8,350,Bronze
CS7537,2015-03-11,15,688,Silver
CS7538,2014-10-08,16,735,Silver
CS7539,2015-02-19,12,528,Silver
CS7540,2014-12-09,12,617,Silver
CS7541,2014-10-26,20,900,Silver
CS7542,2014-02-22,20,828,Silver
CS7543,2015-03-15,6,251,Bronze
CS7544,2015-01-22,18,734,Silver
CS7545,2015-02-22,19,876,Silver
CS7546,2014-08-29,17,818,Silver
CS7547,2015-02-19,13,662,Silver
CS7548,2015-02-27,17,784,Silver
CS7549,2015-02-19,10,416,Bronze
CS7550,2014-12-15,12,530,Silver
CS7551,2014-06-29,10,433,Bronze
CS7552,2015-02-14,15,810,Silver
CS7553,2014-09-10,12,409,Bronze
CS7554,2014-01-22,16,688,Silver
CS7555,2015-01-13,18,736,Silver
CS7556,2015-02-22,6,202,Bronze
CS7557,2015-01-14,15,573,Silver
CS7558,2014-12-14,18,701,Silver
CS7559,2015-03-10,14,565,Silver
CS7560,2014-10-05,11,459,Bronze
CS7561,2014-10-20,10,500,Bronze
CS7562,2013-09-16,8,401,Bronze
CS7563,2014-02-05,13,580,Silver
CS7564,2015-02-26,9,444,Bronze
CS7565,2014-11-16,9,544,Silver
CS7566,2014-09-07,17,758,Silver
CS7567,2015-02-23,12,492,Bronze
CS7568,2015-02-11,16,684,Silver
CS7569,2014-12-20,9,478,Bronze
CS7570,2014-12-04,16,754,Silver
CS7571,2014-12-01,10,490,Bronze
CS7572,2015-02-10,8,269,Bronze
CS7573,2015-01-01,15,712,Silver
CS7574,2015-03-09,12,594,Silver
CS7575,2015-01-18,19,848,Silver
CS7576,2014-12-13,9,369,Bronze
CS7577,2015-02-25,15,622,Silver
CS7578,2014-12-18,12,440,Bronze
CS7579,2015-02-18,16,634,Silver
CS7580,2014-09-07,26,1145,Gold
CS7581,2015-02-07,21,977,Silver
CS7582,2015-02-26,15,616,Silver
CS7583,2015-02-15,17,848,Silver
CS7584,2015-03-02,15,799,Silver
CS7585,2014-12-13,12,578,Silver
CS7586,2014-08-20,13,544,Silver
CS7587,2015-02-07,21,997,Silver
CS7588,2015-03-07,17,640,Silver
CS7589,2015-03-01,10,283,Bronze
CS7590,2014-10-13,13,541,Silver
CS7591,2014-10-13,14,759,Silver
CS7592,2015-02-10,12,522,Silver
CS7593,2015-02-20,12,492,Bronze
CS7594,2014-12-25,9,409,Bronze
CS7595,2014-02-22,7,333,Bronze
CS7596,2014-07-08,8,358,Bronze
CS7597,2015-01-09,13,653,Silver
CS7598,2014-10-21,14,693,Silver
CS7599,2015-01-18,7,370,Bronze
CS7600,2014-12-25,16,667,Silver
CS7601,2014-12-27,18,794,Silver
CS7602,2015-02-18,11,513,Silver
CS7603,2014-11-11,12,579,Silver
CS7604,2015-03-01,17,790,Silver
CS7605,2015-02-28,21,969,Silver
CS7606,2013-11-11,7,332,Bronze
CS7607,2015-01-14,13,643,Silver
CS7608,2015-01-26,10,452,Bronze
CS7609,2014-10-30,16,805,Silver
CS7610,2015-02-12,12,475,Bronze
CS7611,2014-06-08,16,710,Silver
CS7612,2015-02-25,18,840,Silver
CS7613,2014-11-09,15,779,Silver
CS7614,2015-02-01,16,739,Silver
CS7615,2015-03-13,10,481,Bronze
CS7616,2015-03-06,14,660,Silver
CS7617,2014-12-02,17,869,Silver
CS7618,2014-06-03,8,454,Bronze
CS7619,2015-03-05,14,486,Bronze
CS7620,2013-09-13,10,439,Bronze
CS7621,2015-02-23,19,971,Silver
CS7622,2015-03-16,11,558,Silver
CS7623,2015-02-28,17,723,Silver
CS7624,2015-02-05,21,802,Silver
CS7625,2015-03-11,10,470,Bronze
CS7626,2015-01-14,8,275,Bronze
CS7627,2014-12-29,6,195,Bronze
CS7628,2015-02-19,13,503,Silver
CS7629,2015-03-13,14,566,Silver
CS7630,2015-01-29,13,603,Silver
CS7631,2014-11-23,10,518,Silver
CS7632,2015-02-26,11,534,Silver
CS7633,2015-02-26,20,973,Silver
CS7634,2015-03-02,10,549,Silver
CS7635,2014-12-10,18,806,Silver
CS7636,2015-01-07,11,311,Bronze
CS7637,2015-02-22,15,705,Silver
CS7639,2015-02-02,16,741,Silver
CS7640,2015-01-15,13,552,Silver
CS7641,2015-03-08,14,622,Silver
CS7642,2015-02-10,14,573,Silver
CS7643,2015-02-22,16,867,Silver
CS7644,2014-07-20,12,471,Bronze
CS7645,2014-07-09,15,615,Silver
CS7646,2013-06-29,9,371,Bronze
CS7647,2014-08-20,14,526,Silver
CS7648,2014-11-20,15,763,Silver
CS7649,2015-01-27,12,626,Silver
CS7650,2014-07-15,13,771,Silver
CS7651,2014-12-02,7,265,Bronze
CS7652,2014-12-02,15,543,Silver
CS7653,2014-09-12,15,682,Silver
CS7654,2014-12-16,15,710,Silver
CS7655,2015-02-16,9,423,Bronze
CS7656,2015-01-21,10,491,Bronze
CS7657,2014-11-11,13,577,Silver
CS7658,2015-02-15,15,627,Silver
CS7659,2015-02-01,9,323,Bronze
CS7660,2015-02-24,18,918,Silver
CS7661,2015-02-17,18,788,Silver
CS7662,2015-02-22,12,569,Silver
CS7663,2014-11-29,18,881,Silver
CS7664,2015-03-03,21,896,Silver
CS7665,2014-10-12,10,442,Bronze
CS7666,2015-01-25,11,514,Silver
CS7667,2015-01-02,15,636,Silver
CS7668,2015-01-26,10,314,Bronze
CS7669,2015-03-01,12,595,Silver
CS7670,2013-05-07,9,352,Bronze
CS7671,2014-12-22,14,644,Silver
CS7672,2014-11-05,9,517,Silver
CS7673,2014-12-07,17,815,Silver
CS7674,2015-01-21,14,572,Silver
CS7675,2015-01-04,17,751,Silver
CS7676,2014-09-26,21,813,Silver
CS7677,2014-11-13,14,417,Bronze
CS7678,2014-12-31,15,601,Silver
CS7679,2015-03-09,18,853,Silver
CS7680,2015-01-27,12,412,Bronze
CS7681,2014-11-23,15,721,Silver
CS7682,2014-09-23,10,469,Bronze
CS7683,2015-03-02,12,537,Silver
CS7684,2014-11-04,10,475,Bronze
CS7685,2014-06-06,12,531,Silver
CS7686,2014-12-21,11,391,Bronze
CS7687,2015-02-20,13,511,Silver
CS7688,2014-07-31,12,448,Bronze
CS7689,2015-01-01,11,401,Bronze
CS7690,2014-10-07,8,373,Bronze
CS7691,2014-12-14,11,497,Bronze
CS7692,2015-03-15,16,650,Silver
CS7693,2014-10-28,10,347,Bronze
CS7694,2015-01-10,12,576,Silver
CS7695,2014-11-04,19,844,Silver
CS7696,2014-10-07,12,593,Silver
CS7697,2014-11-29,8,420,Bronze
CS7698,2015-03-11,15,622,Silver
CS7699,2015-02-28,10,374,Bronze
CS7700,2014-05-29,13,564,Silver
CS7701,2014-09-19,16,690,Silver
CS7702,2015-02-18,14,517,Silver
CS7703,2015-01-06,11,422,Bronze
CS7704,2014-10-15,13,509,Silver
CS7705,2014-12-28,12,448,Bronze
CS7706,2014-11-16,10,518,Silver
CS7707,2014-11-29,14,652,Silver
CS7708,2014-10-15,16,626,Silver
CS7709,2014-10-08,16,629,Silver
CS7710,2014-01-26,16,718,Silver
CS7711,2014-12-21,13,467,Bronze
CS7712,2014-11-07,12,453,Bronze
CS7713,2014-12-27,14,626,Silver
CS7714,2015-03-16,11,526,Silver
CS7715,2015-01-28,12,590,Silver
CS7716,2014-03-29,4,221,Bronze
CS7717,2015-01-26,8,489,Bronze
CS7718,2014-12-29,12,495,Bronze
CS7719,2014-04-03,13,657,Silver
CS7720,2015-03-16,10,540,Silver
CS7721,2015-01-31,18,919,Silver
CS7722,2015-01-23,11,512,Silver
CS7723,2015-02-09,10,505,Silver
CS7724,2015-02-15,11,419,Bronze
CS7725,2015-01-15,17,707,Silver
CS7726,2015-01-25,18,740,Silver
CS7727,2015-03-05,16,683,Silver
CS7728,2014-11-06,15,582,Silver
CS7729,2015-03-03,17,848,Silver
CS7730,2014-11-05,14,624,Silver
CS7731,2015-03-02,10,463,Bronze
CS7732,2014-04-25,9,476,Bronze
CS7733,2014-11-06,16,570,Silver
CS7734,2014-09-07,11,570,Silver
CS7735,2015-03-03,12,524,Silver
CS7736,2014-11-06,11,535,Silver
CS7737,2014-11-29,16,749,Silver
CS7738,2015-02-09,13,437,Bronze
CS7739,2015-01-27,13,598,Silver
CS7740,2015-02-05,19,800,Silver
CS7741,2014-10-20,13,575,Silver
CS7742,2015-01-05,14,660,Silver
CS7743,2014-07-29,10,443,Bronze
CS7744,2015-03-03,9,476,Bronze
CS7745,2015-02-20,16,601,Silver
CS7746,2014-06-10,17,872,Silver
CS7747,2014-12-13,12,541,Silver
CS7748,2015-03-14,17,853,Silver
CS7749,2015-02-27,15,716,Silver
CS7750,2014-12-25,18,939,Silver
CS7751,2015-01-26,16,822,Silver
CS7752,2015-02-27,18,688,Silver
CS7753,2014-12-20,12,467,Bronze
CS7754,2014-12-28,10,447,Bronze
CS7755,2014-12-20,13,660,Silver
CS7756,2014-06-06,11,642,Silver
CS7757,2014-12-26,22,1081,Gold
CS7758,2015-01-10,15,680,Silver
CS7759,2014-11-29,16,770,Silver
CS7760,2015-01-13,13,503,Silver
CS7761,2014-03-20,10,396,Bronze
CS7762,2014-12-14,9,367,Bronze
CS7763,2015-02-16,16,622,Silver
CS7764,2015-02-09,12,528,Silver
CS7765,2014-12-22,10,410,Bronze
CS7766,2014-11-16,16,746,Silver
CS7767,2014-12-08,16,696,Silver
CS7768,2014-12-03,17,660,Silver
CS7769,2014-09-17,14,618,Silver
CS7770,2014-11-19,17,732,Silver
CS7771,2014-10-31,13,531,Silver
CS7772,2015-01-22,11,501,Silver
CS7773,2014-09-05,18,799,Silver
CS7774,2015-03-12,20,755,Silver
CS7775,2014-06-30,9,396,Bronze
CS7776,2014-05-03,19,894,Silver
CS7777,2014-10-27,9,421,Bronze
CS7778,2015-02-13,12,514,Silver
CS7779,2014-01-02,11,496,Bronze
CS7780,2015-02-03,10,473,Bronze
CS7781,2014-09-08,18,726,Silver
CS7782,2014-12-30,12,654,Silver
CS7783,2014-11-22,11,630,Silver
CS7784,2014-11-17,10,453,Bronze
CS7785,2015-02-26,19,866,Silver
CS7786,2014-10-07,18,781,Silver
CS7787,2014-11-21,12,766,Silver
CS7788,2014-10-08,16,611,Silver
CS7789,2015-03-01,12,553,Silver
CS7790,2014-08-17,13,413,Bronze
CS7791,2015-03-16,12,562,Silver
CS7792,2015-01-03,11,491,Bronze
CS7793,2015-02-21,12,454,Bronze
CS7794,2015-03-16,15,535,Silver
CS7795,2014-09-02,11,393,Bronze
CS7796,2015-01-31,14,557,Silver
CS7797,2014-06-22,14,731,Silver
CS7798,2014-04-27,12,439,Bronze
CS7799,2015-02-03,11,483,Bronze
CS7800,2014-09-21,11,491,Bronze
CS7801,2014-11-24,11,546,Silver
CS7802,2015-02-24,20,855,Silver
CS7803,2014-09-29,11,624,Silver
CS7804,2015-02-05,16,737,Silver
CS7805,2015-02-20,21,903,Silver
CS7806,2014-11-25,11,443,Bronze
CS7807,2015-01-24,21,1017,Gold
CS7808,2014-12-16,10,437,Bronze
CS7809,2015-02-16,14,563,Silver
CS7810,2015-02-02,10,462,Bronze
CS7811,2015-02-28,13,578,Silver
CS7812,2015-02-23,19,815,Silver
CS7813,2014-11-21,17,707,Silver
CS7814,2014-10-30,14,787,Silver
CS7815,2015-02-05,8,366,Bronze
CS7816,2015-02-09,13,510,Silver
CS7817,2014-12-28,14,711,Silver
CS7818,2015-02-25,13,375,Bronze
CS7819,2015-02-07,20,824,Silver
CS7820,2015-01-31,18,783,Silver
CS7821,2014-08-01,9,497,Bronze
CS7822,2014-07-08,5,277,Bronze
CS7823,2015-02-04,13,600,Silver
CS7824,2015-03-08,10,412,Bronze
CS7825,2015-03-03,18,1016,Gold
CS7826,2015-01-03,10,445,Bronze
CS7827,2015-03-04,14,517,Silver
CS7828,2014-09-28,11,590,Silver
CS7829,2014-11-30,12,565,Silver
CS7830,2014-12-08,8,406,Bronze
CS7831,2015-03-02,22,981,Silver
CS7832,2014-12-03,20,905,Silver
CS7833,2015-01-08,8,325,Bronze
CS7834,2013-11-04,8,362,Bronze
CS7835,2015-02-03,15,622,Silver
CS7836,2014-06-26,17,927,Silver
CS7837,2015-02-02,16,940,Silver
CS7838,2015-03-06,15,580,Silver
CS7839,2014-04-02,11,492,Bronze
CS7840,2015-02-04,10,528,Silver
CS7841,2015-03-03,10,412,Bronze
CS7842,2015-02-20,12,565,Silver
CS7843,2015-01-19,11,497,Bronze
CS7844,2015-02-26,14,603,Silver
CS7845,2014-07-20,9,422,Bronze
CS7846,2014-09-30,21,924,Silver
CS7847,2015-01-25,17,725,Silver
CS7848,2014-10-10,11,431,Bronze
CS7849,2015-03-07,8,349,Bronze
CS7850,2015-03-09,18,665,Silver
CS7851,2015-02-14,13,708,Silver
CS7852,2014-12-04,9,422,Bronze
CS7853,2015-01-11,12,559,Silver
CS7854,2014-07-23,15,534,Silver
CS7855,2014-02-10,11,542,Silver
CS7856,2015-02-28,5,257,Bronze
CS7857,2015-03-09,22,996,Silver
CS7858,2014-11-16,18,976,Silver
CS7859,2014-12-11,13,728,Silver
CS7860,2014-12-22,9,406,Bronze
CS7861,2014-10-10,14,613,Silver
CS7862,2014-12-29,16,641,Silver
CS7863,2015-01-24,12,444,Bronze
CS7864,2015-02-25,11,445,Bronze
CS7865,2014-12-10,24,1069,Gold
CS7866,2014-11-23,20,977,Silver
CS7867,2015-01-09,17,762,Silver
CS7868,2015-01-09,12,486,Bronze
CS7869,2015-02-05,9,370,Bronze
CS7870,2015-02-01,13,606,Silver
CS7871,2014-05-08,10,451,Bronze
CS7872,2015-02-23,12,579,Silver
CS7873,2015-01-20,14,662,Silver
CS7874,2015-03-02,12,534,Silver
CS7875,2015-02-19,14,627,Silver
CS7876,2015-02-18,11,612,Silver
CS7877,2014-12-02,14,629,Silver
CS7878,2014-11-12,16,717,Silver
CS7879,2015-01-23,14,643,Silver
CS7880,2014-10-13,10,457,Bronze
CS7881,2014-10-09,7,274,Bronze
CS7882,2014-09-23,5,228,Bronze
CS7883,2014-10-12,9,406,Bronze
CS7884,2015-02-08,8,328,Bronze
CS7885,2015-03-14,14,630,Silver
CS7886,2014-04-16,14,566,Silver
CS7887,2015-01-12,15,616,Silver
CS7888,2014-04-06,17,777,Silver
CS7889,2015-02-27,5,198,Bronze
CS7890,2015-03-03,18,838,Silver
CS7891,2013-11-27,6,188,Bronze
CS7892,2015-01-30,11,599,Silver
CS7893,2014-12-24,11,494,Bronze
CS7894,2015-03-03,15,594,Silver
CS7895,2014-11-06,13,533,Silver
CS7896,2014-07-27,6,259,Bronze
CS7897,2014-09-15,12,544,Silver
CS7898,2014-12-16,12,603,Silver
CS7899,2015-02-20,6,310,Bronze
CS7900,2014-11-19,16,745,Silver
CS7901,2014-10-01,14,557,Silver
CS7902,2015-02-13,10,462,Bronze
CS7903,2015-03-10,18,899,Silver
CS7904,2014-11-14,13,483,Bronze
CS7905,2015-03-02,20,821,Silver
CS7906,2015-02-12,17,577,Silver
CS7907,2015-01-14,14,633,Silver
CS7908,2014-12-01,18,727,Silver
CS7909,2015-03-03,14,738,Silver
CS7910,2015-01-01,11,518,Silver
CS7911,2015-03-05,16,694,Silver
CS7912,2014-11-11,17,702,Silver
CS7913,2014-04-07,8,369,Bronze
CS7914,2014-12-20,11,526,Silver
CS7915,2014-09-15,5,232,Bronze
CS7916,2015-03-08,18,832,Silver
CS7917,2014-11-23,10,333,Bronze
CS7918,2013-12-17,8,248,Bronze
CS7919,2014-01-01,14,620,Silver
CS7920,2014-12-23,17,729,Silver
